gene_id,lib231,lib293,lib300,lib307,lib314,lib321,lib354
ENSG00000000419,5.92109714859975,5.97866636552285,6.03466293936254,5.92365206974762,6.06472563205728,5.95697663788614,6.11459145914234
ENSG00000000457,5.88678462643832,5.91781257831415,5.86118059987247,5.82325592320968,5.88715434816493,5.89721100089415,5.81287304858671
ENSG00000000460,5.54231019236508,5.70436295632476,5.55309792029051,5.74899595219678,5.52003354196659,5.64658863613294,5.70851158285063
ENSG00000000938,9.3777340460428,9.49534966390436,9.24753106852374,9.24670651960639,9.12394042659606,9.44452594795388,8.94886293430536
ENSG00000001036,5.81381191867089,5.85252531942891,5.9520215074611,5.89145187150376,5.8192239013113,6.01309668313836,5.81287304858671
ENSG00000001084,6.32798027533527,6.4430464313398,6.36919811563994,6.3522957664897,6.28259999587569,6.41362463571794,6.26729974224578
ENSG00000001167,6.67450381848888,6.68172167858922,6.74319578472418,6.70647212444898,6.69936890173811,6.7226979388153,6.71504020123926
ENSG00000001461,6.32798027533527,6.30238410607832,6.46119737091443,6.31008258690436,6.19134895606106,6.39486586581686,6.30718542489785
ENSG00000001497,6.43503113197435,6.49839496165949,6.42528208753365,6.3929703776304,6.50047540558063,6.39486586581686,6.61425092359157
ENSG00000001561,7.02233164842492,6.81362234740807,6.49603163706292,6.99315284834908,6.63664397327818,6.80597198507057,6.74238202355701
ENSG00000001629,6.67450381848888,6.77118754031211,6.62591606062818,6.6108382834762,6.82985716256662,6.66390371515065,6.58384790487921
ENSG00000001631,6.3934203727679,6.30238410607832,6.13490948534028,6.3522957664897,6.34632296873193,6.18741118050298,6.45379902543228
ENSG00000002330,5.6445205443985,5.66246069517252,5.68389334278111,5.66696252031893,5.57139968691696,5.68769793996013,5.63005940556576
ENSG00000002549,6.47518612829862,6.48023680273904,6.38820297102172,6.48872351320653,6.66840843751364,6.35638787236458,6.45379902543228
ENSG00000002586,8.21226355996203,8.13387307291352,8.07460234475459,8.17350540713647,7.70358501599852,8.43913677070942,8.38987308418278
ENSG00000002822,6.3934203727679,6.36483633008576,6.34986609907082,6.41277132959987,6.26050597511829,6.37579127722768,6.24679241882482
ENSG00000002834,8.75900454968302,8.64803856580353,8.58485674684791,8.78859006926058,8.34225093289149,8.85549368431761,8.65370684384207
ENSG00000002919,6.01690721395261,6.06313113578842,6.24777667732894,6.19678098414923,6.14257421622387,6.3165379502305,6.13783253719087
ENSG00000003056,7.09634956580521,7.07672194459908,6.91299397380145,7.06454154724173,7.10184611336433,7.22619767018565,6.99852744960322
ENSG00000003393,6.20942916870456,6.06313113578842,6.11077677438624,6.3728169777555,6.38686051878544,6.16427430971167,6.3828733119894
ENSG00000003400,7.23299314760552,7.2367433932207,6.91299397380145,7.19665014377041,7.06794157992037,7.22619767018565,6.72878648919083
ENSG00000003402,8.41566250550012,8.03037923108365,8.23207255572048,8.20416727870121,8.337697611483,8.15189657690946,8.25481797181614
