gene_id,lib226,lib288,lib295,lib302,lib309,lib316,lib349
ENSG00000000419,6.62596417348139,6.71528557005014,6.54818470518848,6.67925260714579,6.61825044448056,6.65344014740053,6.67260015716459
ENSG00000000457,6.45990711775946,6.47730569557191,6.56530187859619,6.47366768064733,6.41383669414626,6.39877543707129,6.43494822466015
ENSG00000000938,11.5347589492006,11.0717125339378,11.2307675597437,11.4074629602693,11.4658033262952,11.6214787185053,11.7225276306909
ENSG00000001167,7.83590154502853,8.04276461881807,7.97635668391369,7.83550176258745,7.94823536226535,7.65195247698687,7.83407585821735
ENSG00000001629,6.31015521238488,6.17009265446907,6.22833605692693,6.14890798532294,6.25148677522275,6.16212585488422,6.30660884550451
ENSG00000001631,5.87518613442253,5.78252143055085,5.81311471479268,5.71040060495393,5.620599370401,5.83856501236559,5.8996144057993
ENSG00000002330,6.04597168143419,6.22031844594674,6.12907323006294,6.17272972798378,6.13421050747369,6.13737800000941,6.05760844222259
ENSG00000002549,6.45990711775946,8.08117376429928,7.39229542915087,6.58903604143263,7.13906417080199,6.23260700172509,6.02093684464579
ENSG00000002726,5.34108196963595,6.0603915133775,5.09003766654426,5.99048188369448,6.10882979676776,6.2982199588325,5.09003766654426
ENSG00000002822,5.74932505151875,5.78252143055085,5.85136572670336,5.66500460489512,5.87182921263994,5.7183708680997,5.63364334257649
ENSG00000002834,10.5240296016506,10.5276667694442,10.3182687923312,10.6728622516623,10.3920440937594,10.5161220611968,10.5470879235939
ENSG00000002919,7.73909652298821,7.63122165534775,7.49274075630561,7.81768112098483,7.61046504981768,7.82719584603097,7.81013726564899
ENSG00000003056,6.39836381131287,6.49610274251948,6.67833989193088,6.43831874438723,6.60259013377334,6.35973997139718,6.50501535862161
ENSG00000003137,5.09003766654426,5.09003766654426,5.09003766654426,6.87832900293238,5.09003766654426,5.90822744382853,6.5273959980315
ENSG00000003393,6.07617219645198,5.93422358000657,6.10245744055761,6.09927831403432,5.99907231390828,5.97188218017424,6.02093684464579
ENSG00000003400,6.33293799556154,6.43869274570647,6.20450078154535,6.32447258717958,6.25148677522275,6.18621860853936,6.33360332063543
ENSG00000003402,10.3847291123097,10.5217884198484,10.0578925387658,10.5828704931435,10.2501455138645,10.2104542717459,10.6648811769341
ENSG00000003509,5.79399011616976,5.69116196157094,5.85136572670336,5.82913006866723,5.83625447852163,5.90822744382853,5.8996144057993
ENSG00000003756,8.62576691902272,8.29183673551519,8.46011534566843,8.56742048412598,8.43135287495632,8.66401526913416,8.7726858836661
ENSG00000004059,8.2033839383478,8.33766375617183,8.33424771289767,8.37647355800375,8.55550937022695,8.47766247799641,8.27162308036238
ENSG00000004142,6.6597419819424,6.77509950809705,6.67833989193088,6.6647024387961,6.80457253880157,6.83571987453054,6.71090266701213
ENSG00000004455,6.419281144356,6.37798331310556,6.56530187859619,6.28349268841655,6.43243028839556,6.59106145342403,6.27885898677565
ENSG00000004534,6.9787746455662,6.95116019516921,7.16512782591059,6.98373847628287,7.16909499997065,7.49813848398354,7.61125863855141
ENSG00000004660,7.07689020479334,7.39415360018557,6.87602436745184,7.3685717760844,7.19844238470852,7.0388984107152,7.23805446937488
ENSG00000004700,6.10534390028476,5.99977907778528,6.10245744055761,6.17272972798378,6.05573741138579,6.18621860853936,6.30660884550451
ENSG00000004864,5.79399011616976,5.78252143055085,5.85136572670336,5.79195157380395,5.96918276077448,5.9407178148804,5.94220488662751
ENSG00000004897,6.67626488469929,6.65224204745166,6.56530187859619,6.55728777427008,6.48633031995914,6.49043331514949,6.54932891785693
ENSG00000004975,6.07617219645198,6.11694700223822,6.12907323006294,6.14890798532294,6.18291637613661,6.25497590786853,5.94220488662751
ENSG00000005007,9.30818477448517,9.25542648999734,9.00660318364522,9.4024274625663,9.20635169522857,9.14424755734822,9.0250703446686
ENSG00000005020,10.0689296378888,9.36917734048099,9.28191381979805,8.75117345372134,8.77225977905509,8.87873118457708,8.88581625098826
ENSG00000005022,6.31015521238488,6.55062085000481,6.66286206189486,6.69362185859466,6.80457253880157,6.65344014740053,6.57083517606885
ENSG00000005075,6.82980652863381,7.00061848124058,6.90178616776448,6.93799697735466,6.84369616365015,6.93550431715551,6.65296201838031
ENSG00000005156,5.98205621312002,6.14391243874993,6.15491611814901,6.21860086479741,6.02789154269355,6.05868448539896,6.02093684464579
ENSG00000005175,6.91329331525877,7.22249893242908,6.96392357855699,6.85362198902742,6.98873076898499,6.97092991146665,6.80151902986532
ENSG00000005206,6.37701632357165,6.35692857640061,6.45833895372162,6.58903604143263,6.57059987514687,6.45471421455559,6.22086179155025
ENSG00000005238,8.64090420124907,8.81218371779878,8.64078808857759,8.86643949639898,8.89091047302923,8.91298373007766,8.96248033725106
ENSG00000005302,8.17750087038661,7.60089580210812,7.74240771449414,7.80567141099416,8.18260246546769,8.18981195430531,8.40396363381495
ENSG00000005339,10.366754106897,10.2264598733644,10.3432969651253,10.5498212953048,10.2435025585233,10.0227665723673,10.1485659277851
ENSG00000005379,5.74932505151875,6.22031844594674,5.98683374239003,5.93006153114552,5.96918276077448,5.87424477935296,5.85439681080188
ENSG00000005381,6.16093959241108,6.37798331310556,5.77253699978401,5.66500460489512,5.75893201363085,6.18621860853936,6.38551996598013
ENSG00000005483,9.13534107614589,8.99946446577303,9.07599784796299,9.08943646220029,8.90507154542129,8.75508012744287,9.09802726986762
ENSG00000005486,7.45315550436828,7.27247434986745,7.11235734817107,7.35180606121856,7.27360592618643,7.27026079832575,7.20056544560618
ENSG00000005810,7.12323643092826,7.48070577260253,7.8143011739568,7.40958169296939,7.22713959866996,7.33320636222497,7.18782445761371
ENSG00000005812,7.79524470106936,7.53007423432918,7.24531436886286,7.50314815833447,7.42847922384883,7.44270289767814,7.5735035304839
ENSG00000005844,9.68210929554072,9.43959760391057,9.62722031439256,9.63286090435568,9.66549034150843,9.8293962969978,9.6582585032134
ENSG00000005889,7.62717888291237,7.31112430121954,7.46832780636869,7.08092780238958,7.45262182411855,7.0388984107152,7.14882959696158
ENSG00000005893,10.4200200606863,10.3967464218533,10.1006531296181,10.1808562211375,10.1903781486344,10.2587696876481,10.297750243194
ENSG00000005955,7.4619730211418,7.66820223433752,7.74240771449414,7.60466748405135,7.71948545505292,7.69287891549375,7.63890137395286
ENSG00000006007,8.11881897998076,8.13947680211724,7.80150602548044,7.80567141099416,7.84458757852963,7.97171643418257,7.99800891970381
ENSG00000006015,6.01463997131741,6.43869274570647,6.10245744055761,6.28349268841655,6.39490643805032,6.0018577745121,5.80605083970824
ENSG00000006062,6.96595212732786,7.05981601095207,7.27415442161073,7.24646841689065,7.0444936072682,7.30659790779996,7.14882959696158
ENSG00000006114,7.39899171009761,7.22249893242908,7.46009034558201,7.21875415266693,7.19844238470852,7.30659790779996,7.36699584367406
ENSG00000006125,7.22177508026764,7.24271944574153,7.19578205119372,7.17120680008491,7.0444936072682,7.37639577504556,7.30994853901253
ENSG00000006194,6.10534390028476,6.39861553672125,6.53079823220226,6.28349268841655,6.25148677522275,6.41775467638136,6.25029775321936
ENSG00000006327,6.04597168143419,6.03064090702633,6.01728499349129,6.30419454794891,6.27328959161519,6.25497590786853,6.09275307999764
ENSG00000006451,5.74932505151875,5.78252143055085,5.85136572670336,5.75251894134897,5.87182921263994,5.83856501236559,5.8996144057993
ENSG00000006459,8.74258182173124,8.50340706694485,8.88388536402007,8.48818628727796,8.49290916472471,8.45059741241615,8.39339690866365
ENSG00000006534,7.10027386201555,6.95116019516921,6.90178616776448,6.73569501729653,7.11864622253012,7.04987751066168,6.76610089140757
ENSG00000006576,5.83579055447354,5.93422358000657,6.01728499349129,5.99048188369448,5.93810840990109,5.83856501236559,5.98254734849125
ENSG00000006652,8.96296375202566,9.56704826184992,9.68631177164896,9.32211197141726,9.47422552055255,9.07543777799666,9.38162820544723
ENSG00000006712,7.29355781098302,7.68271806596624,7.69461498074879,7.4803622458777,7.33600887005445,7.49035804919368,7.54447966322239
ENSG00000006715,7.15692643159858,7.04819680518283,7.39229542915087,6.78954980251474,7.08739452331536,7.19440613931753,7.28641950169088
ENSG00000006756,6.04597168143419,6.03064090702633,5.85136572670336,6.07336817588473,6.02789154269355,5.97188218017424,6.09275307999764
ENSG00000006831,6.99146661005688,6.92567203172089,6.82280356845823,7.05996783991621,6.96571099051467,7.04987751066168,6.99470805217359
ENSG00000007047,7.21118997008747,7.15987472475254,6.99976484241715,6.85362198902742,7.05535581624941,6.55852688420892,6.90191701565334
ENSG00000007080,5.70116483606095,5.78252143055085,5.85136572670336,5.82913006866723,5.90571247554353,5.90822744382853,5.56150319429194
ENSG00000007129,6.37701632357165,6.14391243874993,6.20450078154535,6.04664790957502,5.90571247554353,6.33964869459158,6.27885898677565
ENSG00000007168,8.19824535332835,7.95671358773891,8.04272537828402,8.03828365497657,7.90312436509362,8.12246816513835,8.18211612989993
ENSG00000007202,7.58773186208135,7.40306598333289,7.61596032129349,7.44936597465658,7.5225440145603,7.5735662100201,7.46388010684266
ENSG00000007237,8.82761180142929,7.42945063476983,7.99324769827291,8.44684383061307,8.68290707913049,7.01664906408976,7.79394399620292
ENSG00000007341,5.83579055447354,6.03064090702633,6.04664236229144,5.82913006866723,5.83625447852163,5.90822744382853,5.94220488662751
ENSG00000007376,6.21332958680169,6.17009265446907,6.04664236229144,6.21860086479741,6.33593403869664,6.31914920175903,6.15906640976504
