gene_id,lib230,lib292,lib299,lib306,lib313,lib320,lib353
ENSG00000000419,6.15788576377482,6.20758171462707,6.31639496942704,6.28986382992032,6.41819187376514,6.2681014081087,6.29752071661667
ENSG00000000457,6.05166880291202,6.12574220725976,5.95944353498751,6.06384537714008,6.02081297988756,6.16764313973589,6.04082176453801
ENSG00000000460,5.69473079858824,5.96910756232751,5.76367497177883,5.90601769045985,5.76061913688873,5.76266623801328,5.7963811684047
ENSG00000000938,6.80087998573463,6.67810312456115,7.92838906705919,7.19572907078585,6.9435705863649,7.90013604348433,7.4144530740297
ENSG00000000971,6.05166880291202,5.3647174269518,5.46371393083061,5.90601769045985,5.80440547273113,6.1129112325621,5.8369069675074
ENSG00000001084,6.25276462040695,6.20758171462707,6.29339423448191,6.1962796147369,6.16440285738504,6.2681014081087,6.20338301015252
ENSG00000001167,6.94136053908172,6.87599179410806,6.82953812888193,6.87476334395036,6.9435705863649,6.93584621914741,6.94956817741015
ENSG00000001461,7.00024197552082,7.08212625883365,6.92531110408339,6.90065094938224,6.90443543377766,6.75377632513245,6.73144949044022
ENSG00000001497,6.71666470594798,6.83316616303985,6.66148335827544,6.75082632796349,6.71842356886068,6.62592418786827,6.91155906293542
ENSG00000001561,6.1325291767768,6.00294913363786,6.33887023971327,6.24423158613412,5.98884452284215,6.51953451066118,6.17828674579395
ENSG00000001629,6.70201910447702,6.67810312456115,6.61105974905168,6.57893440016557,6.63821133533586,6.69162505312223,6.63799028815112
ENSG00000001631,6.43725635445719,6.51795999400978,6.36084938758602,6.39543450428391,6.3552262711851,6.38047495542576,6.51815911164803
ENSG00000002016,5.86022147901914,5.96910756232751,5.92441770609033,5.94028895010763,5.88402042011151,5.92317047677705,5.8369069675074
ENSG00000002330,5.82273687175812,5.81566160911475,5.88763531697491,5.87003294521008,5.88402042011151,5.84769447434233,5.8369069675074
ENSG00000002549,6.27505250246265,6.28273926178702,6.36084938758602,6.45388556468589,6.4775458495455,6.38047495542576,6.44325082691088
ENSG00000002586,7.7614922291883,7.35886125905205,8.16551669923632,8.02206085369206,7.84225073692072,8.34190410216381,8.12261019079216
ENSG00000002822,6.47408907171717,6.74261025301939,6.70977036924493,6.69126449676372,6.68700833351754,6.53799601471686,6.51815911164803
ENSG00000002834,7.80593576924365,7.46035800717467,7.99449989107347,7.73657407955181,7.49717062341757,7.99688168167749,7.7575978190259
ENSG00000002919,5.96197367398625,6.06660650808309,6.29339423448191,6.17133313890827,6.10982639040189,6.21922964273765,6.09847136566355
ENSG00000003056,7.00024197552082,6.97041884003649,6.88518790315107,6.95083571678744,6.77881971341105,7.01150312503542,6.85896586411904
ENSG00000003393,6.15788576377482,6.00294913363786,6.14226061347758,6.11925282220568,6.0811947148127,6.14070175826763,6.22781287395182
ENSG00000003400,6.70201910447702,6.77357234173211,6.44430518550135,6.50925978184386,6.5153462411293,6.42212708677471,6.44325082691088
ENSG00000003402,7.83070143412419,7.36841617648563,7.77214132834484,7.90769878209886,7.74130161634504,8.03149192651092,7.85512882700542
ENSG00000003509,6.02287764267751,6.15386142659072,6.02503305854744,6.11925282220568,5.98884452284215,5.99157787709136,6.12589077251276
ENSG00000003756,7.83070143412419,7.95381188565071,7.73013948456105,7.9136464760473,7.68425848361586,7.73394210981413,7.99245392116635
ENSG00000004059,7.03427747953786,6.94417290047636,7.16406077592731,7.05682235157432,7.12265421467567,7.15035937316763,7.13474196837252
ENSG00000004139,6.10641729691624,6.12574220725976,6.08567653757521,6.0920001447157,5.98884452284215,6.14070175826763,6.01040796598664
ENSG00000004142,6.56097674264739,6.74261025301939,6.70977036924493,6.544652120439,6.58721344071784,6.60888575000996,6.51815911164803
ENSG00000004399,7.62592392395696,6.37465589353739,7.06218747646008,7.78302455710715,7.72726250425339,7.61591368297667,7.60820852875929
ENSG00000004455,6.85387245375565,6.95736561636593,6.87151404137399,6.8212627430861,6.79344635684452,6.88269425561067,6.77549795737395
ENSG00000004478,6.43725635445719,6.47896460273372,6.33887023971327,6.35453402048379,6.53376063040276,6.44234052621402,6.31968083719604
ENSG00000004487,6.56097674264739,6.72681668264842,6.66148335827544,6.62845024349409,6.60447200524693,6.55615015141674,6.68567007040514
ENSG00000004534,7.38458558894351,7.65825706838855,7.61137426926496,7.41000777643368,7.48034132941627,7.52836918278919,7.79744422450966
ENSG00000004660,5.89576046100444,5.81566160911475,5.66450082760336,5.87003294521008,5.80440547273113,5.66364228038311,5.8369069675074
ENSG00000004700,6.43725635445719,6.43848563035044,6.5582590549901,6.52710015869321,6.33333531173598,6.67555105382835,6.49991880935859
ENSG00000004766,6.1325291767768,6.25834354971857,6.19543278265887,6.1962796147369,6.21584471830956,6.21922964273765,6.12589077251276
ENSG00000004777,6.3594229567407,6.28273926178702,6.5582590549901,6.57893440016557,6.41819187376514,6.44234052621402,6.60505123884895
ENSG00000004779,5.86022147901914,6.00294913363786,6.08567653757521,5.9730534718539,6.10982639040189,6.0236401058353,5.91132442346551
ENSG00000004897,6.60998082971972,6.67810312456115,6.61105974905168,6.64448197539169,6.65471027654417,6.69162505312223,6.60505123884895
ENSG00000004975,6.43725635445719,6.51795999400978,6.44430518550135,6.52710015869321,6.43835218920329,6.50075266256584,6.46247887206643
ENSG00000005007,7.60437147360101,7.42434098474037,7.57998620708209,7.63865064911257,7.62472326828531,7.62359823735451,7.88001150888824
ENSG00000005020,6.05166880291202,5.72322998640249,5.71625211439926,6.06384537714008,5.92063922180463,6.48163655055144,5.70641607471882
ENSG00000005022,7.27799570580767,7.3199334544341,7.42890992138077,7.22575524593869,7.56245424870905,7.23519149919944,6.93702875265107
ENSG00000005059,7.07826825658065,7.50405490219916,7.11978695904327,6.97518083906093,7.35618176934259,6.92277329387523,6.78982190814991
ENSG00000005075,6.10641729691624,6.15386142659072,6.24568331511244,6.1962796147369,6.26458117574643,6.24398184633748,6.17828674579395
ENSG00000005100,6.27505250246265,6.20758171462707,6.14226061347758,6.1962796147369,6.10982639040189,6.14070175826763,6.0701432574789
ENSG00000005156,6.2299405399532,6.23330612799599,6.1692395470821,6.17133313890827,6.16440285738504,6.24398184633748,6.22781287395182
ENSG00000005175,5.86022147901914,6.09668631634135,5.99292464714743,5.9730534718539,5.98884452284215,5.9581452454463,5.94581359122194
ENSG00000005194,6.2299405399532,6.47896460273372,6.26983564842662,6.33344368774259,6.33333531173598,6.24398184633748,6.17828674579395
ENSG00000005206,7.11028469568564,7.30002841983324,7.11978695904327,7.09024955103314,7.18774892328827,7.04767481190863,7.30587064712224
ENSG00000005238,5.92960988733719,5.81566160911475,5.92441770609033,5.9730534718539,5.80440547273113,6.05447367457497,6.01040796598664
