"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
0.58873705032866,0.146397564613915,0.681384075780959,0.214853222752709,0.829881755969533,0.999994840352525,"ENSG00000000003"
23.5121990835377,0.0380145807520163,0.156331331076577,0.243166743929247,0.807876228252805,0.999994840352525,"ENSG00000000419"
17.8782549119048,0.0293297948331355,0.181939012918565,0.1612067382506,0.871930574175956,0.999994840352525,"ENSG00000000457"
6.35858483299923,-0.100720560089965,0.180596031786388,-0.55771192253603,0.577041114995298,0.999994840352525,"ENSG00000000460"
807.79460628037,-0.0122412467936655,0.556556702809942,-0.0219946085131343,0.982452256282156,0.999994840352525,"ENSG00000000938"
2.59216993311733,-0.19469423124774,0.616918145218225,-0.315591675746335,0.75231245681287,0.999994840352525,"ENSG00000000971"
18.4383154704922,0.103511788427528,0.39108957844489,0.264675394417636,0.791259534094109,0.999994840352525,"ENSG00000001036"
19.5001131861335,-0.0475723614446122,0.234224522064104,-0.203105810721186,0.839052330090348,0.999994840352525,"ENSG00000001084"
73.2528758662359,-0.0264340252745988,0.200757945610692,-0.131671128603096,0.895244422688487,0.999994840352525,"ENSG00000001167"
3.89075856500818,0.158077002306483,0.243902277261186,0.648116139306087,0.516909836097022,0.999994840352525,"ENSG00000001460"
38.3935444517287,0.0458961551291091,0.346877516679849,0.132312280047453,0.894737294698644,0.999994840352525,"ENSG00000001461"
33.7342354445778,-0.085243577239618,0.264285354948046,-0.322543703779483,0.74704083445166,0.999994840352525,"ENSG00000001497"
15.7129826168245,-0.292404885923379,0.346049397539041,-0.844980190697746,0.398121899277304,0.999994840352525,"ENSG00000001561"
36.7660528667633,-0.0971952810473282,0.113054869762462,-0.859717774665913,0.38994463428669,0.999994840352525,"ENSG00000001629"
2.00180228914647,-0.2782739380471,0.339622502116558,-0.81936248721116,0.412579630804264,0.999994840352525,"ENSG00000001630"
23.5421032771206,-0.0342571529290946,0.154787404001007,-0.221317446016936,0.824845266816139,0.999994840352525,"ENSG00000001631"
9.55134398676126,0.220324336349354,0.164572256025463,1.33876961810176,0.180645684354244,0.999994840352525,"ENSG00000002016"
11.5660411910297,0.137081053030193,0.152327555970488,0.899909751435593,0.368168280267624,0.999994840352525,"ENSG00000002330"
59.5001212550143,-0.598032297187561,0.304115973879428,-1.96646131263287,0.0492453470122325,0.999994840352525,"ENSG00000002549"
117.985741514748,0.0507799412221088,0.382428612909062,0.132782797907916,0.894365159162587,0.999994840352525,"ENSG00000002586"
2.85252907006909,0.131137919416302,1.17239830749451,0.111854408674943,0.91093884627546,0.999994840352525,"ENSG00000002587"
1.09529655048996,-1.64521500999875,1.14895501055051,-1.43192291681679,0.152165882882763,0.999994840352525,"ENSG00000002726"
1.14445141178047,0.51762435284016,1.04774737553045,0.494035456379071,0.621281139221727,0.999994840352525,"ENSG00000002745"
